t,set_left_rps,set_right_rps,meas_left_rps,meas_right_rps,out_left,out_right,Kp,Ki,Kd,battery_v
12.193,1.600,0.000,2.526,-2.413,-0.9266,0.5485,0.9000,0.0000,0.0500,
12.270,1.600,0.000,2.552,-2.410,-1.0000,0.5862,0.9000,0.0000,0.0500,
12.346,1.600,0.000,2.528,-2.414,-0.8531,0.6044,0.9000,0.0000,0.0500,
12.428,1.600,0.000,2.529,-2.434,-0.9160,0.6623,0.9000,0.0000,0.0500,
12.504,1.600,0.000,2.530,-2.428,-0.9184,0.5943,0.9000,0.0000,0.0500,
12.581,1.600,0.000,2.529,-2.396,-0.9133,0.4999,0.9000,0.0000,0.0500,
12.658,1.600,0.000,2.563,-2.411,-1.0000,0.6304,0.9000,0.0000,0.0500,
12.740,1.600,0.000,2.510,-2.398,-0.7651,0.5473,0.9000,0.0000,0.0500,
12.816,1.600,0.000,2.533,-2.427,-0.9739,0.6806,0.9000,0.0000,0.0500,
12.902,1.600,0.000,2.538,-2.405,-0.9355,0.5330,0.9000,0.0000,0.0500,
12.984,1.600,0.000,2.540,-2.416,-0.9298,0.6230,0.9000,0.0000,0.0500,
13.081,1.800,0.000,2.549,-2.390,-0.7758,0.5095,0.9000,0.0000,0.0500,
13.157,1.800,0.000,2.561,-2.425,-0.7932,0.6950,0.9000,0.0000,0.0500,
13.244,1.800,0.000,2.533,-2.420,-0.6692,0.5870,0.9000,0.0000,0.0500,
13.321,1.800,0.000,2.542,-2.413,-0.7670,0.5775,0.9000,0.0000,0.0500,
13.398,1.800,0.000,2.544,-2.431,-0.7545,0.6563,0.9000,0.0000,0.0500,
13.467,1.800,0.000,2.551,-2.399,-0.7697,0.5031,0.9000,0.0000,0.0500,
13.543,1.800,0.000,2.525,-2.414,-0.6655,0.6312,0.9000,0.0000,0.0500,
13.620,1.800,0.000,2.527,-2.413,-0.7395,0.5933,0.9000,0.0000,0.0500,
13.703,1.800,0.000,2.530,-2.398,-0.7434,0.5436,0.9000,0.0000,0.0500,
13.784,1.800,0.000,2.475,-2.459,-0.5496,0.7873,0.9000,0.0000,0.0500,
13.861,1.800,0.000,2.510,-2.440,-0.8054,0.5731,0.9000,0.0000,0.0500,
13.937,1.800,0.000,2.524,-2.429,-0.7641,0.5816,0.9000,0.0000,0.0500,
14.014,1.800,0.000,2.503,-2.446,-0.6594,0.6677,0.9000,0.0000,0.0500,
14.100,1.800,0.000,2.505,-2.429,-0.7174,0.5660,0.9000,0.0000,0.0500,
14.169,1.800,0.000,2.520,-2.432,-0.7656,0.6181,0.9000,0.0000,0.0500,
14.245,1.800,0.000,2.481,-2.439,-0.5924,0.6347,0.9000,0.0000,0.0500,
14.323,1.800,0.000,2.500,-2.424,-0.7557,0.5685,0.9000,0.0000,0.0500,
14.404,1.600,0.000,2.519,-2.444,-0.9529,0.6731,0.9000,0.0000,0.0500,
14.480,1.600,0.000,2.473,-2.473,-0.7508,0.7219,0.9000,0.0000,0.0500,
14.563,1.600,0.000,2.509,-2.452,-0.9842,0.5750,0.9000,0.0000,0.0500,
14.644,1.600,0.000,2.509,-2.442,-0.8983,0.5962,0.9000,0.0000,0.0500,
14.721,1.600,0.000,2.510,-2.457,-0.9003,0.6729,0.9000,0.0000,0.0500,
14.798,1.600,0.000,2.483,-2.445,-0.8036,0.5928,0.9000,0.0000,0.0500,
14.869,1.400,0.000,2.504,-2.447,-1.0000,0.6312,0.9000,0.0000,0.0500,
14.938,1.200,0.000,2.466,-2.420,-0.9038,0.5315,0.9000,0.0000,0.0500,
15.020,1.200,0.000,2.492,-2.473,-1.0000,0.7830,0.9000,0.0000,0.0500,
15.106,1.000,0.200,2.514,-2.445,-1.0000,0.7318,0.9000,0.0000,0.0500,
15.188,0.800,0.400,2.526,-2.401,-1.0000,0.8355,0.9000,0.0000,0.0500,
15.270,0.600,0.600,2.507,-2.454,-0.9527,1.0000,0.9000,0.0000,0.0500,
15.347,0.400,0.800,2.520,-2.419,-1.0000,0.9124,0.9000,0.0000,0.0500,
15.424,0.200,1.000,2.526,-2.413,-1.0000,0.9849,0.9000,0.0000,0.0500,
15.496,0.000,1.200,2.541,-2.428,-1.0000,1.0000,0.9000,0.0000,0.0500,
15.567,0.000,1.400,2.525,-2.418,-0.9463,0.9754,0.9000,0.0000,0.0500,
15.645,0.000,1.600,2.470,-2.388,-0.7958,0.9235,0.9000,0.0000,0.0500,
15.737,0.000,1.800,2.534,-2.410,-1.0000,1.0000,0.9000,0.0000,0.0500,
15.804,0.000,2.000,2.539,-2.407,-1.0000,0.9917,0.9000,0.0000,0.0500,
15.896,0.000,2.200,2.533,-2.391,-0.9787,0.9608,0.9000,0.0000,0.0500,
15.972,0.000,2.200,2.532,-2.415,-0.9874,1.0000,0.9000,0.0000,0.0500,
16.044,0.000,2.200,2.513,-2.437,-0.9276,1.0000,0.9000,0.0000,0.0500,
16.120,0.000,2.200,2.505,-2.424,-0.9486,0.9581,0.9000,0.0000,0.0500,
16.202,0.000,2.200,2.512,-2.436,-0.9910,1.0000,0.9000,0.0000,0.0500,
16.268,0.000,2.200,2.476,-2.476,-0.8503,1.0000,0.9000,0.0000,0.0500,
16.341,0.000,2.200,2.497,-2.453,-1.0000,0.9231,0.9000,0.0000,0.0500,
16.418,0.000,2.200,2.474,-2.454,-0.8831,0.9838,0.9000,0.0000,0.0500,
16.500,0.000,2.200,2.481,-2.462,-0.9618,1.0000,0.9000,0.0000,0.0500,
16.568,0.000,2.200,2.484,-2.467,-0.9580,1.0000,0.9000,0.0000,0.0500,
16.640,0.000,2.200,2.475,-2.454,-0.9176,0.9473,0.9000,0.0000,0.0500,
16.717,0.000,2.200,2.469,-2.488,-0.9208,1.0000,0.9000,0.0000,0.0500,
16.794,0.000,2.000,2.463,-2.426,-0.9135,0.6072,0.9000,0.0000,0.0500,
16.871,0.000,2.000,2.478,-2.478,-0.9808,0.9420,0.9000,0.0000,0.0500,
16.956,0.000,2.000,2.496,-2.439,-1.0000,0.6787,0.9000,0.0000,0.0500,
17.015,0.000,2.000,2.481,-2.463,-0.9079,0.8568,0.9000,0.0000,0.0500,
17.101,0.000,2.000,2.477,-2.454,-0.9337,0.7665,0.9000,0.0000,0.0500,
17.182,0.000,2.000,2.486,-2.486,-0.9715,0.8975,0.9000,0.0000,0.0500,
17.259,0.000,2.000,2.488,-2.470,-0.9570,0.7644,0.9000,0.0000,0.0500,
17.335,0.000,1.800,2.464,-2.464,-0.8698,0.6020,0.9000,0.0000,0.0500,
17.412,0.000,1.600,2.475,-2.456,-0.9696,0.4125,0.9000,0.0000,0.0500,
17.488,0.000,1.400,2.450,-2.450,-0.8555,0.2307,0.9000,0.0000,0.0500,
17.570,0.000,1.200,2.472,-2.453,-0.9914,0.0749,0.9000,0.0000,0.0500,
17.647,0.200,1.000,2.468,-2.451,-0.7435,-0.1194,0.9000,0.0000,0.0500,
17.710,0.200,1.000,2.479,-2.478,-0.7907,-0.0193,0.9000,0.0000,0.0500,
17.793,0.200,1.000,2.437,-2.437,-0.6238,-0.2283,0.9000,0.0000,0.0500,
17.874,0.200,1.000,2.478,-2.461,-0.8647,-0.0454,0.9000,0.0000,0.0500,
17.961,0.200,1.000,2.473,-2.473,-0.7465,-0.0633,0.9000,0.0000,0.0500,
18.037,0.200,1.000,2.470,-2.470,-0.7490,-0.1034,0.9000,0.0000,0.0500,
18.114,0.200,1.000,2.487,-2.449,-0.8122,-0.1702,0.9000,0.0000,0.0500,
18.187,0.200,1.000,2.525,-2.430,-0.8994,-0.1776,0.9000,0.0000,0.0500,
18.256,0.200,1.000,2.319,-2.261,-0.1063,-0.7076,0.9000,0.0000,0.0500,
18.333,0.200,1.000,2.354,-2.289,-0.7378,-0.1900,0.9000,0.0000,0.0500,
18.409,0.200,1.000,2.505,-2.429,-1.0000,0.2183,0.9000,0.0000,0.0500,
18.487,0.200,1.000,2.469,-2.431,-0.6658,-0.1272,0.9000,0.0000,0.0500,
18.564,0.200,1.000,2.509,-2.438,-0.8899,-0.1077,0.9000,0.0000,0.0500,
18.655,0.200,1.000,2.495,-2.439,-0.7458,-0.1229,0.9000,0.0000,0.0500,
18.737,0.200,1.000,2.490,-2.456,-0.7598,-0.0642,0.9000,0.0000,0.0500,
18.813,0.200,1.000,2.528,-2.408,-0.9031,-0.2722,0.9000,0.0000,0.0500,
18.890,0.200,1.000,2.564,-2.394,-0.9299,-0.2005,0.9000,0.0000,0.0500,
18.967,0.200,1.000,2.599,-2.354,-0.9611,-0.2994,0.9000,0.0000,0.0500,
19.043,0.200,1.000,2.687,-2.230,-1.0000,-0.6237,0.9000,0.0000,0.0500,
19.109,0.200,1.000,2.917,-2.008,-1.0000,-1.0000,0.9000,0.0000,0.0500,
19.167,0.200,1.000,3.639,-1.260,-1.0000,-1.0000,0.9000,0.0000,0.0500,
19.237,0.200,1.000,4.261,-0.398,-1.0000,-1.0000,0.9000,0.0000,0.0500,
19.305,0.200,1.000,4.010,0.914,-0.1457,-1.0000,0.9000,0.0000,0.0500,
19.382,0.200,1.000,3.870,0.850,-0.2992,-0.7822,0.9000,0.0000,0.0500,
19.467,0.200,1.000,3.879,1.027,-0.6784,-1.0000,0.9000,0.0000,0.0500,
19.544,0.200,1.000,3.334,1.334,1.0000,-1.0000,0.9000,0.0000,0.0500,
19.615,0.200,1.000,3.031,1.920,0.8661,-1.0000,0.9000,0.0000,0.0500,
19.682,0.200,1.000,2.564,2.360,1.0000,-1.0000,0.9000,0.0000,0.0500,
19.773,0.200,1.000,2.726,2.218,-0.0253,-0.5155,0.9000,0.0000,0.0500,
19.841,0.200,1.000,3.686,1.268,-1.0000,1.0000,0.9000,0.0000,0.0500,
19.922,0.200,1.000,3.578,1.307,-0.1147,-0.1503,0.9000,0.0000,0.0500,
19.999,0.200,1.000,3.490,1.471,-0.0865,-0.6112,0.9000,0.0000,0.0500,
20.075,0.200,1.000,3.414,1.498,-0.0467,-0.2917,0.9000,0.0000,0.0500,
20.166,0.200,1.000,3.278,1.658,0.2238,-0.7678,0.9000,0.0000,0.0500,
20.242,0.200,1.000,3.043,1.929,0.6834,-1.0000,0.9000,0.0000,0.0500,
20.309,0.200,1.000,2.891,2.073,0.6135,-1.0000,0.9000,0.0000,0.0500,
20.385,0.200,1.000,2.702,2.235,0.8753,-1.0000,0.9000,0.0000,0.0500,
20.457,0.200,1.000,2.565,2.394,0.8687,-1.0000,0.9000,0.0000,0.0500,
20.524,0.200,1.000,2.489,2.448,0.7851,-1.0000,0.9000,0.0000,0.0500,
20.596,0.200,1.000,2.478,2.455,0.6326,-1.0000,0.9000,0.0000,0.0500,
20.672,0.200,1.000,2.435,2.515,0.7498,-1.0000,0.9000,0.0000,0.0500,
20.743,0.200,1.000,2.334,2.621,0.9894,-1.0000,0.9000,0.0000,0.0500,
20.820,0.200,1.000,2.351,2.596,0.6761,-0.9169,0.9000,0.0000,0.0500,
20.896,0.200,1.000,2.382,2.552,0.6150,-0.8269,0.9000,0.0000,0.0500,
20.973,0.200,1.000,-1.166,3.308,1.0000,-1.0000,0.9000,0.0000,0.0500,
21.050,0.200,1.000,-2.339,2.603,1.0000,1.0000,0.9000,0.0000,0.0500,
21.126,0.200,1.000,-2.451,2.507,1.0000,-0.0397,0.9000,0.0000,0.0500,
21.202,0.200,1.000,-2.290,2.650,0.4540,-0.7640,0.9000,0.0000,0.0500,
21.284,0.200,1.000,1.262,1.109,-1.0000,1.0000,0.9000,0.0000,0.0500,
21.350,0.200,1.000,3.352,-0.623,-1.0000,1.0000,0.9000,0.0000,0.0500,
21.436,0.200,1.000,2.235,2.706,1.0000,-1.0000,0.9000,0.0000,0.0500,
21.507,0.200,1.000,-0.339,3.679,1.0000,-1.0000,0.9000,0.0000,0.0500,
21.588,0.200,1.000,-2.194,2.752,1.0000,1.0000,0.9000,0.0000,0.0500,
21.674,0.200,1.000,-2.372,2.584,1.0000,0.4061,0.9000,0.0000,0.0500,
21.742,0.200,1.000,-2.440,2.528,1.0000,0.1742,0.9000,0.0000,0.0500,
21.814,0.200,1.000,-2.453,2.473,1.0000,0.2224,0.9000,0.0000,0.0500,
21.895,0.200,1.000,-2.442,2.504,0.9621,-0.0183,0.9000,0.0000,0.0500,
21.972,0.200,1.000,-2.426,2.513,0.9334,0.0273,0.9000,0.0000,0.0500,
22.054,0.200,1.000,-2.433,2.474,0.9998,0.1823,0.9000,0.0000,0.0500,
22.136,0.200,1.000,-2.451,2.505,1.0000,-0.0209,0.9000,0.0000,0.0500,
22.217,0.200,1.000,-2.463,2.480,1.0000,0.1417,0.9000,0.0000,0.0500,
22.309,0.200,1.000,-2.451,2.503,0.9588,-0.0016,0.9000,0.0000,0.0500,
22.396,0.200,1.000,-2.461,2.495,1.0000,0.0880,0.9000,0.0000,0.0500,
22.472,0.200,1.000,-2.564,2.389,1.0000,0.4258,0.9000,0.0000,0.0500,
22.543,0.200,1.000,-3.389,-1.390,1.0000,1.0000,0.9000,0.0000,0.0500,
22.613,0.200,1.000,-3.523,-1.409,1.0000,1.0000,0.9000,0.0000,0.0500,
22.700,0.200,1.000,-0.412,0.953,-1.0000,-1.0000,0.9000,0.0000,0.0500,
22.777,0.200,1.000,2.490,-2.440,-1.0000,1.0000,0.9000,0.0000,0.0500,
22.865,0.200,1.000,-2.229,0.151,1.0000,-1.0000,0.9000,0.0000,0.0500,
22.932,0.200,1.000,-2.555,2.381,1.0000,-1.0000,0.9000,0.0000,0.0500,
23.008,0.200,1.000,-3.377,-0.838,1.0000,1.0000,0.9000,0.0000,0.0500,
23.091,0.200,1.000,-2.718,-2.209,-1.0000,1.0000,0.9000,0.0000,0.0500,
23.167,0.200,1.000,-2.697,-2.256,0.3343,1.0000,0.9000,0.0000,0.0500,
23.244,0.200,1.000,-2.767,-2.180,0.6283,0.7405,0.9000,0.0000,0.0500,
23.321,0.200,1.000,-2.881,-2.071,0.8379,0.5625,0.9000,0.0000,0.0500,
23.389,0.200,1.000,-3.097,-1.813,1.0000,-0.0443,0.9000,0.0000,0.0500,
23.465,0.200,1.000,-3.173,-1.737,1.0000,0.3417,0.9000,0.0000,0.0500,
23.542,0.200,1.000,-3.224,-1.726,0.9877,0.4945,0.9000,0.0000,0.0500,
23.629,0.200,1.000,-3.424,-1.503,1.0000,-0.2345,0.9000,0.0000,0.0500,
23.705,0.200,1.000,-3.441,-1.522,1.0000,0.3879,0.9000,0.0000,0.0500,
23.782,0.200,1.000,-3.623,-1.309,1.0000,-0.3865,0.9000,0.0000,0.0500,
23.873,0.200,1.000,-3.242,-1.687,-0.2940,1.0000,0.9000,0.0000,0.0500,
23.950,0.200,1.000,-2.649,-2.283,-1.0000,1.0000,0.9000,0.0000,0.0500,
24.021,0.200,1.000,-1.754,-2.962,-1.0000,1.0000,0.9000,0.0000,0.0500,
24.093,0.200,1.000,3.139,0.821,-1.0000,-1.0000,0.9000,0.0000,0.0500,
24.189,0.200,1.000,1.067,-1.952,1.0000,1.0000,0.9000,0.0000,0.0500,
24.265,0.200,1.000,-2.737,2.223,1.0000,-1.0000,0.9000,0.0000,0.0500,
24.341,0.200,1.000,-3.203,0.288,1.0000,1.0000,0.9000,0.0000,0.0500,
24.422,0.200,1.000,1.104,-3.408,-1.0000,1.0000,0.9000,0.0000,0.0500,
24.498,0.200,1.000,-1.021,-3.761,1.0000,1.0000,0.9000,0.0000,0.0500,
24.575,0.200,1.000,-2.233,-2.691,1.0000,-1.0000,0.9000,0.0000,0.0500,
24.646,0.200,1.000,-2.475,-2.457,1.0000,-0.7592,0.9000,0.0000,0.0500,
24.728,0.200,1.000,-2.783,-2.174,1.0000,-1.0000,0.9000,0.0000,0.0500,
24.780,0.200,1.000,-2.808,-2.133,1.0000,-0.5682,0.9000,0.0000,0.0500,
24.867,0.200,1.000,-2.677,-2.218,0.5540,-0.1754,0.9000,0.0000,0.0500,
24.943,0.200,1.000,-2.808,-2.137,1.0000,-0.6642,0.9000,0.0000,0.0500,
25.010,0.200,1.000,-3.580,-1.352,1.0000,-1.0000,0.9000,0.0000,0.0500,
25.080,0.200,1.000,-3.741,-0.961,1.0000,-1.0000,0.9000,0.0000,0.0500,
25.171,0.200,1.000,0.125,-2.131,-1.0000,1.0000,0.9000,0.0000,0.0500,
25.233,0.200,1.000,2.404,-2.570,-1.0000,1.0000,0.9000,0.0000,0.0500,
25.309,0.200,1.000,2.520,-2.409,-1.0000,-0.0976,0.9000,0.0000,0.0500,
25.390,0.200,1.000,1.207,1.437,1.0000,-1.0000,0.9000,0.0000,0.0500,
25.466,0.200,1.000,-3.311,-0.868,1.0000,1.0000,0.9000,0.0000,0.0500,
25.542,0.200,1.000,-3.335,-0.020,1.0000,-1.0000,0.9000,0.0000,0.0500,
25.629,0.200,1.000,0.745,-3.360,-1.0000,1.0000,0.9000,0.0000,0.0500,
25.731,0.200,1.000,-1.912,-3.027,1.0000,-0.1318,0.9000,0.0000,0.0500,
25.803,0.200,1.000,-3.106,1.439,1.0000,-1.0000,0.9000,0.0000,0.0500,
25.885,0.200,1.000,-2.570,2.356,-0.8200,-1.0000,0.9000,0.0000,0.0500,
25.962,0.200,1.000,-2.501,2.450,0.2813,-1.0000,0.9000,0.0000,0.0500,
26.039,0.200,1.000,-2.488,2.431,0.4117,-0.9360,0.9000,0.0000,0.0500,
26.115,0.200,1.000,-2.574,2.385,0.7386,-0.8266,0.9000,0.0000,0.0500,
26.178,0.200,1.000,-2.560,2.390,0.4737,-0.9566,0.9000,0.0000,0.0500,
26.255,0.200,1.000,-2.486,2.412,0.2568,-1.0000,0.9000,0.0000,0.0500,
26.332,0.200,1.000,-2.458,2.458,0.3461,-1.0000,0.9000,0.0000,0.0500,
26.433,0.200,1.000,0.342,1.767,-1.0000,1.0000,0.9000,0.0000,0.0500,
26.495,0.200,1.000,2.604,-2.361,-1.0000,1.0000,0.9000,0.0000,0.0500,
26.566,0.200,1.000,2.797,-2.141,-1.0000,0.2517,0.9000,0.0000,0.0500,
26.662,0.200,1.000,-2.913,0.951,1.0000,-1.0000,0.9000,0.0000,0.0500,
26.744,0.200,1.000,-3.372,-0.706,1.0000,1.0000,0.9000,0.0000,0.0500,
26.840,0.200,1.000,0.650,-0.462,-1.0000,-0.3397,0.9000,0.0000,0.0500,
26.917,0.200,1.000,-3.414,-0.454,1.0000,0.2460,0.9000,0.0000,0.0500,
27.007,0.200,1.000,0.428,3.445,-1.0000,-1.0000,0.9000,0.0000,0.0500,
27.088,0.200,1.000,-0.777,3.955,1.0000,-1.0000,0.9000,0.0000,0.0500,
27.171,0.400,1.200,-2.069,2.866,1.0000,1.0000,0.9000,0.0000,0.0500,
27.242,0.400,1.200,-2.351,2.596,1.0000,1.0000,0.9000,0.0000,0.0500,
27.319,0.400,1.200,-2.319,2.627,0.8929,0.2978,0.9000,0.0000,0.0500,
27.400,0.400,1.200,-2.263,2.660,0.7815,0.2649,0.9000,0.0000,0.0500,
27.491,0.400,1.200,-1.743,3.077,-0.8479,-1.0000,0.9000,0.0000,0.0500,
27.567,0.400,1.200,2.846,-0.904,-1.0000,1.0000,0.9000,0.0000,0.0500,
27.645,0.600,1.400,2.521,-2.389,0.2842,1.0000,0.9000,0.0000,0.0500,
27.716,0.800,1.600,0.603,-2.570,1.0000,1.0000,0.9000,0.0000,0.0500,
27.792,1.000,1.800,-3.343,1.052,1.0000,-1.0000,0.9000,0.0000,0.0500,
27.888,1.200,2.000,0.076,-2.480,-1.0000,1.0000,0.9000,0.0000,0.0500,
27.963,1.400,2.200,0.489,0.331,-1.0000,-1.0000,0.9000,0.0000,0.0500,
28.040,1.600,2.400,-1.781,3.064,1.0000,-1.0000,0.9000,0.0000,0.0500,
28.116,1.800,2.600,-3.150,0.133,1.0000,1.0000,0.9000,0.0000,0.0500,
28.193,1.800,2.600,-2.611,-2.309,-0.8297,1.0000,0.9000,0.0000,0.0500,
28.265,1.800,2.600,-2.524,-2.429,0.2176,1.0000,0.9000,0.0000,0.0500,
28.337,1.800,2.600,-2.562,-2.338,0.5672,0.6925,0.9000,0.0000,0.0500,
28.419,1.800,2.600,-0.318,-2.345,-1.0000,0.9407,0.9000,0.0000,0.0500,
28.495,1.800,2.600,3.131,-0.274,-1.0000,-1.0000,0.9000,0.0000,0.0500,
28.586,1.800,2.600,0.076,-3.630,1.0000,1.0000,0.9000,0.0000,0.0500,
28.672,1.800,2.600,-2.524,-2.408,1.0000,-1.0000,0.9000,0.0000,0.0500,
28.745,1.800,2.600,0.502,1.166,-1.0000,-1.0000,0.9000,0.0000,0.0500,
28.821,1.800,2.600,3.111,0.668,-1.0000,0.6922,0.9000,0.0000,0.0500,
28.922,1.800,2.600,-1.886,3.010,1.0000,-1.0000,0.9000,0.0000,0.0500,
29.013,1.600,2.800,-1.007,-2.173,-1.0000,1.0000,0.9000,0.0000,0.0500,
29.094,1.600,2.800,-0.385,-3.733,-1.0000,1.0000,0.9000,0.0000,0.0500,
29.173,1.600,2.800,-0.071,-3.380,-1.0000,-0.2022,0.9000,0.0000,0.0500,
29.249,1.600,2.800,2.783,-1.763,-1.0000,-1.0000,0.9000,0.0000,0.0500,
29.325,1.600,2.800,-1.199,0.647,1.0000,-1.0000,0.9000,0.0000,0.0500,
29.407,1.800,2.600,-3.186,-0.076,1.0000,1.0000,0.9000,0.0000,0.0500,
29.504,1.800,2.600,1.868,2.982,-1.0000,-1.0000,0.9000,0.0000,0.0500,
29.600,1.800,2.600,-0.015,-0.139,1.0000,1.0000,0.9000,0.0000,0.0500,
29.668,2.000,2.400,2.377,-0.421,-1.0000,1.0000,0.9000,0.0000,0.0500,
29.731,2.000,2.400,2.440,-2.332,-1.0000,1.0000,0.9000,0.0000,0.0500,
29.812,2.000,2.400,2.687,-1.952,-1.0000,-0.2934,0.9000,0.0000,0.0500,
29.882,1.800,2.600,3.348,0.820,-1.0000,-1.0000,0.9000,0.0000,0.0500,
29.962,1.800,2.600,-1.189,3.038,1.0000,-1.0000,0.9000,0.0000,0.0500,
30.026,1.800,2.600,-2.958,0.442,1.0000,1.0000,0.9000,0.0000,0.0500,
30.094,1.800,2.600,1.719,-0.650,-1.0000,1.0000,0.9000,0.0000,0.0500,
30.182,1.800,2.600,-1.390,-0.211,1.0000,-0.4928,0.9000,0.0000,0.0500,
30.264,1.800,2.600,1.982,-2.615,-1.0000,1.0000,0.9000,0.0000,0.0500,
30.331,1.800,2.600,2.356,-2.356,-1.0000,0.1223,0.9000,0.0000,0.0500,
30.414,1.800,2.600,3.620,-0.987,-1.0000,-1.0000,0.9000,0.0000,0.0500,
